"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","1","2","2","age_group","85+","1","0.0227"
"2025","1","2","2","age_group","<18","5","0.1136"
"2025","1","2","2","age_group","UNKNOWN","1","0.0227"
"2025","1","2","2","arrival_mode","ground_ambulance","10","0.2273"
"2025","1","2","2","arrival_mode","self_presented","34","0.7727"
"2025","1","2","2","behavioral_health_flag","0","42","0.9545"
"2025","1","2","2","behavioral_health_flag","1","2","0.0455"
"2025","1","2","2","complexity_bucket","high","29","0.6591"
"2025","1","2","2","complexity_bucket","low","4","0.0909"
"2025","1","2","2","complexity_bucket","moderate","8","0.1818"
"2025","1","2","2","complexity_bucket","straightforward","1","0.0227"
"2025","1","2","2","complexity_bucket","UNKNOWN","2","0.0455"
"2025","1","2","3","acuity","1","1","0.0294"
"2025","1","2","3","acuity","2","11","0.3235"
"2025","1","2","3","acuity","3","19","0.5588"
"2025","1","2","3","acuity","4","2","0.0588"
"2025","1","2","3","acuity","UNKNOWN","1","0.0294"
"2025","1","2","3","age_group","18-64","23","0.6765"
"2025","1","2","3","age_group","65-84","7","0.2059"
"2025","1","2","3","age_group","85+","1","0.0294"
"2025","1","2","3","age_group","<18","3","0.0882"
"2025","1","2","3","arrival_mode","ground_ambulance","7","0.2059"
"2025","1","2","3","arrival_mode","self_presented","27","0.7941"
"2025","1","2","3","behavioral_health_flag","0","32","0.9412"
"2025","1","2","3","behavioral_health_flag","1","2","0.0588"
"2025","1","2","3","complexity_bucket","critical_care","2","0.0588"
"2025","1","2","3","complexity_bucket","high","20","0.5882"
"2025","1","2","3","complexity_bucket","low","6","0.1765"
"2025","1","2","3","complexity_bucket","moderate","5","0.1471"
"2025","1","2","3","complexity_bucket","UNKNOWN","1","0.0294"
"2025","1","2","4","acuity","2","10","0.3333"
"2025","1","2","4","acuity","3","16","0.5333"
"2025","1","2","4","acuity","4","4","0.1333"
"2025","1","2","4","age_group","18-64","25","0.8333"
"2025","1","2","4","age_group","65-84","3","0.1000"
"2025","1","2","4","age_group","85+","1","0.0333"
"2025","1","2","4","age_group","<18","1","0.0333"
"2025","1","2","4","arrival_mode","ground_ambulance","5","0.1667"
"2025","1","2","4","arrival_mode","self_presented","25","0.8333"
"2025","1","2","4","behavioral_health_flag","0","30","1.0000"
"2025","1","2","4","complexity_bucket","critical_care","1","0.0333"
"2025","1","2","4","complexity_bucket","high","16","0.5333"
"2025","1","2","4","complexity_bucket","low","4","0.1333"
"2025","1","2","4","complexity_bucket","moderate","6","0.2000"
"2025","1","2","4","complexity_bucket","straightforward","3","0.1000"
"2025","1","2","5","acuity","2","10","0.2500"
"2025","1","2","5","acuity","3","26","0.6500"
"2025","1","2","5","acuity","4","3","0.0750"
"2025","1","2","5","acuity","5","1","0.0250"
"2025","1","2","5","age_group","18-64","30","0.7500"
"2025","1","2","5","age_group","65-84","8","0.2000"
"2025","1","2","5","age_group","85+","2","0.0500"
"2025","1","2","5","arrival_mode","ground_ambulance","6","0.1500"
"2025","1","2","5","arrival_mode","self_presented","34","0.8500"
"2025","1","2","5","behavioral_health_flag","0","38","0.9500"
"2025","1","2","5","behavioral_health_flag","1","2","0.0500"
"2025","1","2","5","complexity_bucket","critical_care","2","0.0500"
"2025","1","2","5","complexity_bucket","high","24","0.6000"
"2025","1","2","5","complexity_bucket","low","3","0.0750"
"2025","1","2","5","complexity_bucket","moderate","11","0.2750"
"2025","1","2","6","acuity","1","1","0.0263"
"2025","1","2","6","acuity","2","9","0.2368"
"2025","1","2","6","acuity","3","22","0.5789"
"2025","1","2","6","acuity","4","5","0.1316"
"2025","1","2","6","acuity","5","1","0.0263"
"2025","1","2","6","age_group","18-64","29","0.7632"
"2025","1","2","6","age_group","65-84","7","0.1842"
"2025","1","2","6","age_group","85+","2","0.0526"
"2025","1","2","6","arrival_mode","ground_ambulance","4","0.1053"
"2025","1","2","6","arrival_mode","police_custody","1","0.0263"
"2025","1","2","6","arrival_mode","self_presented","33","0.8684"
"2025","1","2","6","behavioral_health_flag","0","38","1.0000"
"2025","1","2","6","complexity_bucket","critical_care","1","0.0263"
"2025","1","2","6","complexity_bucket","high","21","0.5526"
"2025","1","2","6","complexity_bucket","low","1","0.0263"
"2025","1","2","6","complexity_bucket","moderate","12","0.3158"
"2025","1","2","6","complexity_bucket","straightforward","2","0.0526"
"2025","1","2","6","complexity_bucket","UNKNOWN","1","0.0263"
"2025","1","2","7","acuity","2","13","0.2889"
"2025","1","2","7","acuity","3","24","0.5333"
"2025","1","2","7","acuity","4","8","0.1778"
"2025","1","2","7","age_group","18-64","32","0.7111"
"2025","1","2","7","age_group","65-84","9","0.2000"
"2025","1","2","7","age_group","85+","3","0.0667"
"2025","1","2","7","age_group","<18","1","0.0222"
"2025","1","2","7","arrival_mode","ground_ambulance","12","0.2667"
"2025","1","2","7","arrival_mode","self_presented","33","0.7333"
"2025","1","2","7","behavioral_health_flag","0","42","0.9333"
"2025","1","2","7","behavioral_health_flag","1","3","0.0667"
"2025","1","2","7","complexity_bucket","critical_care","3","0.0667"
"2025","1","2","7","complexity_bucket","high","19","0.4222"
"2025","1","2","7","complexity_bucket","low","5","0.1111"
"2025","1","2","7","complexity_bucket","moderate","16","0.3556"
"2025","1","2","7","complexity_bucket","straightforward","2","0.0444"
"2025","1","2","8","acuity","2","29","0.3766"
"2025","1","2","8","acuity","3","40","0.5195"
"2025","1","2","8","acuity","4","8","0.1039"
"2025","1","2","8","age_group","18-64","49","0.6364"
"2025","1","2","8","age_group","65-84","20","0.2597"
"2025","1","2","8","age_group","85+","3","0.0390"
"2025","1","2","8","age_group","<18","5","0.0649"
"2025","1","2","8","arrival_mode","ground_ambulance","16","0.2078"
"2025","1","2","8","arrival_mode","police_custody","1","0.0130"
"2025","1","2","8","arrival_mode","self_presented","60","0.7792"
"2025","1","2","8","behavioral_health_flag","0","75","0.9740"
"2025","1","2","8","behavioral_health_flag","1","2","0.0260"
"2025","1","2","8","complexity_bucket","critical_care","3","0.0390"
"2025","1","2","8","complexity_bucket","high","35","0.4545"
"2025","1","2","8","complexity_bucket","low","16","0.2078"
"2025","1","2","8","complexity_bucket","moderate","18","0.2338"
"2025","1","2","8","complexity_bucket","straightforward","4","0.0519"
"2025","1","2","8","complexity_bucket","UNKNOWN","1","0.0130"
"2025","1","2","9","acuity","1","1","0.0093"
"2025","1","2","9","acuity","2","27","0.2500"
"2025","1","2","9","acuity","3","55","0.5093"
"2025","1","2","9","acuity","4","25","0.2315"
"2025","1","2","9","age_group","18-64","75","0.6944"
"2025","1","2","9","age_group","65-84","24","0.2222"
"2025","1","2","9","age_group","85+","5","0.0463"
"2025","1","2","9","age_group","<18","4","0.0370"
"2025","1","2","9","arrival_mode","ground_ambulance","17","0.1574"
"2025","1","2","9","arrival_mode","self_presented","91","0.8426"
"2025","1","2","9","behavioral_health_flag","0","106","0.9815"
"2025","1","2","9","behavioral_health_flag","1","2","0.0185"
"2025","1","2","9","complexity_bucket","critical_care","8","0.0741"
"2025","1","2","9","complexity_bucket","high","46","0.4259"
"2025","1","2","9","complexity_bucket","low","18","0.1667"
"2025","1","2","9","complexity_bucket","moderate","34","0.3148"
"2025","1","2","9","complexity_bucket","straightforward","1","0.0093"
"2025","1","2","9","complexity_bucket","UNKNOWN","1","0.0093"
"2025","1","2","10","acuity","2","48","0.3077"
"2025","1","2","10","acuity","3","81","0.5192"
"2025","1","2","10","acuity","4","22","0.1410"
"2025","1","2","10","acuity","5","2","0.0128"
"2025","1","2","10","acuity","UNKNOWN","3","0.0192"
"2025","1","2","10","age_group","18-64","106","0.6795"
"2025","1","2","10","age_group","65-84","39","0.2500"
"2025","1","2","10","age_group","85+","6","0.0385"
"2025","1","2","10","age_group","<18","2","0.0128"
"2025","1","2","10","age_group","UNKNOWN","3","0.0192"
"2025","1","2","10","arrival_mode","ground_ambulance","17","0.1090"
"2025","1","2","10","arrival_mode","other_unknown","1","0.0064"
"2025","1","2","10","arrival_mode","self_presented","138","0.8846"
"2025","1","2","10","behavioral_health_flag","0","151","0.9679"
"2025","1","2","10","behavioral_health_flag","1","5","0.0321"
"2025","1","2","10","complexity_bucket","critical_care","10","0.0641"
"2025","1","2","10","complexity_bucket","high","73","0.4679"
"2025","1","2","10","complexity_bucket","low","25","0.1603"
"2025","1","2","10","complexity_bucket","minimal","1","0.0064"
"2025","1","2","10","complexity_bucket","moderate","42","0.2692"
"2025","1","2","10","complexity_bucket","straightforward","2","0.0128"
"2025","1","2","10","complexity_bucket","UNKNOWN","3","0.0192"
"2025","1","2","11","acuity","2","46","0.3108"
"2025","1","2","11","acuity","3","80","0.5405"
"2025","1","2","11","acuity","4","19","0.1284"
"2025","1","2","11","acuity","5","2","0.0135"
"2025","1","2","11","acuity","UNKNOWN","1","0.0068"
"2025","1","2","11","age_group","18-64","107","0.7230"
"2025","1","2","11","age_group","65-84","32","0.2162"
"2025","1","2","11","age_group","85+","8","0.0541"
"2025","1","2","11","age_group","<18","1","0.0068"
"2025","1","2","11","arrival_mode","ground_ambulance","23","0.1554"
"2025","1","2","11","arrival_mode","self_presented","125","0.8446"
"2025","1","2","11","behavioral_health_flag","0","142","0.9595"
"2025","1","2","11","behavioral_health_flag","1","6","0.0405"
"2025","1","2","11","complexity_bucket","critical_care","8","0.0541"
"2025","1","2","11","complexity_bucket","high","73","0.4932"
"2025","1","2","11","complexity_bucket","low","21","0.1419"
"2025","1","2","11","complexity_bucket","minimal","2","0.0135"
"2025","1","2","11","complexity_bucket","moderate","39","0.2635"
"2025","1","2","11","complexity_bucket","straightforward","3","0.0203"
"2025","1","2","11","complexity_bucket","UNKNOWN","2","0.0135"
"2025","1","2","12","acuity","2","37","0.2418"
"2025","1","2","12","acuity","3","86","0.5621"
"2025","1","2","12","acuity","4","29","0.1895"
"2025","1","2","12","acuity","UNKNOWN","1","0.0065"
"2025","1","2","12","age_group","18-64","103","0.6732"
"2025","1","2","12","age_group","65-84","38","0.2484"
"2025","1","2","12","age_group","85+","5","0.0327"
"2025","1","2","12","age_group","<18","6","0.0392"
"2025","1","2","12","age_group","UNKNOWN","1","0.0065"
"2025","1","2","12","arrival_mode","ground_ambulance","21","0.1373"
"2025","1","2","12","arrival_mode","self_presented","132","0.8627"
"2025","1","2","12","behavioral_health_flag","0","150","0.9804"
"2025","1","2","12","behavioral_health_flag","1","3","0.0196"
"2025","1","2","12","complexity_bucket","critical_care","8","0.0523"
"2025","1","2","12","complexity_bucket","high","66","0.4314"
"2025","1","2","12","complexity_bucket","low","27","0.1765"
"2025","1","2","12","complexity_bucket","moderate","45","0.2941"
"2025","1","2","12","complexity_bucket","straightforward","5","0.0327"
"2025","1","2","12","complexity_bucket","UNKNOWN","2","0.0131"
"2025","1","2","13","acuity","1","2","0.0139"
"2025","1","2","13","acuity","2","34","0.2361"
"2025","1","2","13","acuity","3","77","0.5347"
"2025","1","2","13","acuity","4","29","0.2014"
"2025","1","2","13","acuity","5","1","0.0069"
"2025","1","2","13","acuity","UNKNOWN","1","0.0069"
"2025","1","2","13","age_group","18-64","99","0.6875"
"2025","1","2","13","age_group","65-84","32","0.2222"
"2025","1","2","13","age_group","85+","6","0.0417"
"2025","1","2","13","age_group","<18","6","0.0417"
"2025","1","2","13","age_group","UNKNOWN","1","0.0069"
"2025","1","2","13","arrival_mode","ground_ambulance","13","0.0903"
"2025","1","2","13","arrival_mode","self_presented","131","0.9097"
"2025","1","2","13","behavioral_health_flag","0","140","0.9722"
"2025","1","2","13","behavioral_health_flag","1","4","0.0278"
"2025","1","2","13","complexity_bucket","critical_care","15","0.1042"
"2025","1","2","13","complexity_bucket","high","58","0.4028"
"2025","1","2","13","complexity_bucket","low","24","0.1667"
"2025","1","2","13","complexity_bucket","minimal","1","0.0069"
"2025","1","2","13","complexity_bucket","moderate","40","0.2778"
"2025","1","2","13","complexity_bucket","straightforward","4","0.0278"
"2025","1","2","13","complexity_bucket","UNKNOWN","2","0.0139"
"2025","1","2","14","acuity","1","1","0.0074"
"2025","1","2","14","acuity","2","41","0.3015"
"2025","1","2","14","acuity","3","68","0.5000"
"2025","1","2","14","acuity","4","24","0.1765"
"2025","1","2","14","acuity","5","1","0.0074"
"2025","1","2","14","acuity","UNKNOWN","1","0.0074"
"2025","1","2","14","age_group","18-64","94","0.6912"
"2025","1","2","14","age_group","65-84","32","0.2353"
"2025","1","2","14","age_group","85+","4","0.0294"
"2025","1","2","14","age_group","<18","5","0.0368"
"2025","1","2","14","age_group","UNKNOWN","1","0.0074"
"2025","1","2","14","arrival_mode","ground_ambulance","19","0.1397"
"2025","1","2","14","arrival_mode","police_custody","1","0.0074"
"2025","1","2","14","arrival_mode","self_presented","116","0.8529"
"2025","1","2","14","behavioral_health_flag","0","134","0.9853"
"2025","1","2","14","behavioral_health_flag","1","2","0.0147"
"2025","1","2","14","complexity_bucket","critical_care","8","0.0588"
"2025","1","2","14","complexity_bucket","high","70","0.5147"
"2025","1","2","14","complexity_bucket","low","19","0.1397"
"2025","1","2","14","complexity_bucket","minimal","1","0.0074"
"2025","1","2","14","complexity_bucket","moderate","34","0.2500"
"2025","1","2","14","complexity_bucket","straightforward","3","0.0221"
"2025","1","2","14","complexity_bucket","UNKNOWN","1","0.0074"
"2025","1","2","15","acuity","1","1","0.0078"
"2025","1","2","15","acuity","2","28","0.2188"
"2025","1","2","15","acuity","3","71","0.5547"
"2025","1","2","15","acuity","4","24","0.1875"
"2025","1","2","15","acuity","5","2","0.0156"
"2025","1","2","15","acuity","UNKNOWN","2","0.0156"
"2025","1","2","15","age_group","18-64","99","0.7734"
"2025","1","2","15","age_group","65-84","17","0.1328"
"2025","1","2","15","age_group","85+","3","0.0234"
"2025","1","2","15","age_group","<18","6","0.0469"
"2025","1","2","15","age_group","UNKNOWN","3","0.0234"
"2025","1","2","15","arrival_mode","ground_ambulance","12","0.0938"
"2025","1","2","15","arrival_mode","self_presented","116","0.9063"
"2025","1","2","15","behavioral_health_flag","0","123","0.9609"
"2025","1","2","15","behavioral_health_flag","1","5","0.0391"
"2025","1","2","15","complexity_bucket","critical_care","9","0.0703"
"2025","1","2","15","complexity_bucket","high","51","0.3984"
"2025","1","2","15","complexity_bucket","low","26","0.2031"
"2025","1","2","15","complexity_bucket","moderate","30","0.2344"
"2025","1","2","15","complexity_bucket","straightforward","4","0.0313"
"2025","1","2","15","complexity_bucket","UNKNOWN","8","0.0625"
"2025","1","2","16","acuity","2","26","0.2321"
"2025","1","2","16","acuity","3","68","0.6071"
"2025","1","2","16","acuity","4","16","0.1429"
"2025","1","2","16","acuity","UNKNOWN","2","0.0179"
"2025","1","2","16","age_group","18-64","82","0.7321"
"2025","1","2","16","age_group","65-84","21","0.1875"
"2025","1","2","16","age_group","85+","4","0.0357"
"2025","1","2","16","age_group","<18","3","0.0268"
"2025","1","2","16","age_group","UNKNOWN","2","0.0179"
"2025","1","2","16","arrival_mode","ground_ambulance","15","0.1339"
"2025","1","2","16","arrival_mode","self_presented","97","0.8661"
"2025","1","2","16","behavioral_health_flag","0","111","0.9911"
"2025","1","2","16","behavioral_health_flag","1","1","0.0089"
"2025","1","2","16","complexity_bucket","critical_care","6","0.0536"
"2025","1","2","16","complexity_bucket","high","55","0.4911"
"2025","1","2","16","complexity_bucket","low","22","0.1964"
"2025","1","2","16","complexity_bucket","moderate","20","0.1786"
"2025","1","2","16","complexity_bucket","straightforward","6","0.0536"
"2025","1","2","16","complexity_bucket","UNKNOWN","3","0.0268"
"2025","1","2","17","acuity","2","41","0.3015"
"2025","1","2","17","acuity","3","65","0.4779"
"2025","1","2","17","acuity","4","27","0.1985"
"2025","1","2","17","acuity","5","1","0.0074"
"2025","1","2","17","acuity","UNKNOWN","2","0.0147"
"2025","1","2","17","age_group","18-64","105","0.7721"
"2025","1","2","17","age_group","65-84","22","0.1618"
"2025","1","2","17","age_group","85+","4","0.0294"
"2025","1","2","17","age_group","<18","3","0.0221"
"2025","1","2","17","age_group","UNKNOWN","2","0.0147"
"2025","1","2","17","arrival_mode","ground_ambulance","22","0.1618"
