"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","1","5","13","age_group","85+","3","0.0214"
"2025","1","5","13","age_group","<18","7","0.0500"
"2025","1","5","13","arrival_mode","ground_ambulance","19","0.1357"
"2025","1","5","13","arrival_mode","self_presented","121","0.8643"
"2025","1","5","13","behavioral_health_flag","0","136","0.9714"
"2025","1","5","13","behavioral_health_flag","1","4","0.0286"
"2025","1","5","13","complexity_bucket","critical_care","13","0.0929"
"2025","1","5","13","complexity_bucket","high","66","0.4714"
"2025","1","5","13","complexity_bucket","low","26","0.1857"
"2025","1","5","13","complexity_bucket","minimal","1","0.0071"
"2025","1","5","13","complexity_bucket","moderate","29","0.2071"
"2025","1","5","13","complexity_bucket","straightforward","4","0.0286"
"2025","1","5","13","complexity_bucket","UNKNOWN","1","0.0071"
"2025","1","5","14","acuity","1","1","0.0071"
"2025","1","5","14","acuity","2","41","0.2929"
"2025","1","5","14","acuity","3","67","0.4786"
"2025","1","5","14","acuity","4","27","0.1929"
"2025","1","5","14","acuity","5","1","0.0071"
"2025","1","5","14","acuity","UNKNOWN","3","0.0214"
"2025","1","5","14","age_group","18-64","92","0.6571"
"2025","1","5","14","age_group","65-84","37","0.2643"
"2025","1","5","14","age_group","85+","4","0.0286"
"2025","1","5","14","age_group","<18","7","0.0500"
"2025","1","5","14","arrival_mode","ground_ambulance","21","0.1500"
"2025","1","5","14","arrival_mode","self_presented","119","0.8500"
"2025","1","5","14","behavioral_health_flag","0","134","0.9571"
"2025","1","5","14","behavioral_health_flag","1","6","0.0429"
"2025","1","5","14","complexity_bucket","critical_care","7","0.0500"
"2025","1","5","14","complexity_bucket","high","60","0.4286"
"2025","1","5","14","complexity_bucket","low","31","0.2214"
"2025","1","5","14","complexity_bucket","moderate","33","0.2357"
"2025","1","5","14","complexity_bucket","straightforward","4","0.0286"
"2025","1","5","14","complexity_bucket","UNKNOWN","5","0.0357"
"2025","1","5","15","acuity","2","44","0.3165"
"2025","1","5","15","acuity","3","73","0.5252"
"2025","1","5","15","acuity","4","18","0.1295"
"2025","1","5","15","acuity","5","1","0.0072"
"2025","1","5","15","acuity","UNKNOWN","3","0.0216"
"2025","1","5","15","age_group","18-64","90","0.6475"
"2025","1","5","15","age_group","65-84","35","0.2518"
"2025","1","5","15","age_group","85+","7","0.0504"
"2025","1","5","15","age_group","<18","6","0.0432"
"2025","1","5","15","age_group","UNKNOWN","1","0.0072"
"2025","1","5","15","arrival_mode","ground_ambulance","24","0.1727"
"2025","1","5","15","arrival_mode","police_custody","1","0.0072"
"2025","1","5","15","arrival_mode","self_presented","114","0.8201"
"2025","1","5","15","behavioral_health_flag","0","132","0.9496"
"2025","1","5","15","behavioral_health_flag","1","7","0.0504"
"2025","1","5","15","complexity_bucket","critical_care","12","0.0863"
"2025","1","5","15","complexity_bucket","high","64","0.4604"
"2025","1","5","15","complexity_bucket","low","30","0.2158"
"2025","1","5","15","complexity_bucket","minimal","2","0.0144"
"2025","1","5","15","complexity_bucket","moderate","25","0.1799"
"2025","1","5","15","complexity_bucket","straightforward","5","0.0360"
"2025","1","5","15","complexity_bucket","UNKNOWN","1","0.0072"
"2025","1","5","16","acuity","1","3","0.0208"
"2025","1","5","16","acuity","2","47","0.3264"
"2025","1","5","16","acuity","3","69","0.4792"
"2025","1","5","16","acuity","4","20","0.1389"
"2025","1","5","16","acuity","5","4","0.0278"
"2025","1","5","16","acuity","UNKNOWN","1","0.0069"
"2025","1","5","16","age_group","18-64","98","0.6806"
"2025","1","5","16","age_group","65-84","34","0.2361"
"2025","1","5","16","age_group","85+","8","0.0556"
"2025","1","5","16","age_group","<18","3","0.0208"
"2025","1","5","16","age_group","UNKNOWN","1","0.0069"
"2025","1","5","16","arrival_mode","ground_ambulance","23","0.1597"
"2025","1","5","16","arrival_mode","self_presented","121","0.8403"
"2025","1","5","16","behavioral_health_flag","0","134","0.9306"
"2025","1","5","16","behavioral_health_flag","1","10","0.0694"
"2025","1","5","16","complexity_bucket","critical_care","8","0.0556"
"2025","1","5","16","complexity_bucket","high","76","0.5278"
"2025","1","5","16","complexity_bucket","low","18","0.1250"
"2025","1","5","16","complexity_bucket","moderate","39","0.2708"
"2025","1","5","16","complexity_bucket","UNKNOWN","3","0.0208"
"2025","1","5","17","acuity","1","1","0.0069"
"2025","1","5","17","acuity","2","57","0.3958"
"2025","1","5","17","acuity","3","69","0.4792"
"2025","1","5","17","acuity","4","16","0.1111"
"2025","1","5","17","acuity","5","1","0.0069"
"2025","1","5","17","age_group","18-64","97","0.6736"
"2025","1","5","17","age_group","65-84","34","0.2361"
"2025","1","5","17","age_group","85+","10","0.0694"
"2025","1","5","17","age_group","<18","3","0.0208"
"2025","1","5","17","arrival_mode","ground_ambulance","32","0.2222"
"2025","1","5","17","arrival_mode","self_presented","112","0.7778"
"2025","1","5","17","behavioral_health_flag","0","141","0.9792"
"2025","1","5","17","behavioral_health_flag","1","3","0.0208"
"2025","1","5","17","complexity_bucket","critical_care","12","0.0833"
"2025","1","5","17","complexity_bucket","high","73","0.5069"
"2025","1","5","17","complexity_bucket","low","20","0.1389"
"2025","1","5","17","complexity_bucket","moderate","34","0.2361"
"2025","1","5","17","complexity_bucket","straightforward","3","0.0208"
"2025","1","5","17","complexity_bucket","UNKNOWN","2","0.0139"
"2025","1","5","18","acuity","1","1","0.0072"
"2025","1","5","18","acuity","2","46","0.3333"
"2025","1","5","18","acuity","3","73","0.5290"
"2025","1","5","18","acuity","4","17","0.1232"
"2025","1","5","18","acuity","5","1","0.0072"
"2025","1","5","18","age_group","18-64","98","0.7101"
"2025","1","5","18","age_group","65-84","29","0.2101"
"2025","1","5","18","age_group","85+","9","0.0652"
"2025","1","5","18","age_group","<18","2","0.0145"
"2025","1","5","18","arrival_mode","ground_ambulance","24","0.1739"
"2025","1","5","18","arrival_mode","self_presented","114","0.8261"
"2025","1","5","18","behavioral_health_flag","0","138","1.0000"
"2025","1","5","18","complexity_bucket","critical_care","10","0.0725"
"2025","1","5","18","complexity_bucket","high","78","0.5652"
"2025","1","5","18","complexity_bucket","low","23","0.1667"
"2025","1","5","18","complexity_bucket","moderate","24","0.1739"
"2025","1","5","18","complexity_bucket","UNKNOWN","3","0.0217"
"2025","1","5","19","acuity","1","1","0.0069"
"2025","1","5","19","acuity","2","43","0.2966"
"2025","1","5","19","acuity","3","75","0.5172"
"2025","1","5","19","acuity","4","24","0.1655"
"2025","1","5","19","acuity","5","1","0.0069"
"2025","1","5","19","acuity","UNKNOWN","1","0.0069"
"2025","1","5","19","age_group","18-64","104","0.7172"
"2025","1","5","19","age_group","65-84","24","0.1655"
"2025","1","5","19","age_group","85+","10","0.0690"
"2025","1","5","19","age_group","<18","6","0.0414"
"2025","1","5","19","age_group","UNKNOWN","1","0.0069"
"2025","1","5","19","arrival_mode","ground_ambulance","32","0.2207"
"2025","1","5","19","arrival_mode","self_presented","113","0.7793"
"2025","1","5","19","behavioral_health_flag","0","139","0.9586"
"2025","1","5","19","behavioral_health_flag","1","6","0.0414"
"2025","1","5","19","complexity_bucket","critical_care","12","0.0828"
"2025","1","5","19","complexity_bucket","high","69","0.4759"
"2025","1","5","19","complexity_bucket","low","21","0.1448"
"2025","1","5","19","complexity_bucket","moderate","32","0.2207"
"2025","1","5","19","complexity_bucket","straightforward","3","0.0207"
"2025","1","5","19","complexity_bucket","UNKNOWN","8","0.0552"
"2025","1","5","20","acuity","1","2","0.0152"
"2025","1","5","20","acuity","2","42","0.3182"
"2025","1","5","20","acuity","3","69","0.5227"
"2025","1","5","20","acuity","4","13","0.0985"
"2025","1","5","20","acuity","5","1","0.0076"
"2025","1","5","20","acuity","UNKNOWN","5","0.0379"
"2025","1","5","20","age_group","18-64","92","0.6970"
"2025","1","5","20","age_group","65-84","26","0.1970"
"2025","1","5","20","age_group","85+","5","0.0379"
"2025","1","5","20","age_group","<18","5","0.0379"
"2025","1","5","20","age_group","UNKNOWN","4","0.0303"
"2025","1","5","20","arrival_mode","ground_ambulance","24","0.1818"
"2025","1","5","20","arrival_mode","police_custody","1","0.0076"
"2025","1","5","20","arrival_mode","self_presented","107","0.8106"
"2025","1","5","20","behavioral_health_flag","0","130","0.9848"
"2025","1","5","20","behavioral_health_flag","1","2","0.0152"
"2025","1","5","20","complexity_bucket","critical_care","11","0.0833"
"2025","1","5","20","complexity_bucket","high","66","0.5000"
"2025","1","5","20","complexity_bucket","low","21","0.1591"
"2025","1","5","20","complexity_bucket","minimal","2","0.0152"
"2025","1","5","20","complexity_bucket","moderate","21","0.1591"
"2025","1","5","20","complexity_bucket","straightforward","3","0.0227"
"2025","1","5","20","complexity_bucket","UNKNOWN","8","0.0606"
"2025","1","5","21","acuity","1","1","0.0093"
"2025","1","5","21","acuity","2","28","0.2617"
"2025","1","5","21","acuity","3","52","0.4860"
"2025","1","5","21","acuity","4","20","0.1869"
"2025","1","5","21","acuity","5","2","0.0187"
"2025","1","5","21","acuity","UNKNOWN","4","0.0374"
"2025","1","5","21","age_group","18-64","73","0.6822"
"2025","1","5","21","age_group","65-84","23","0.2150"
"2025","1","5","21","age_group","85+","4","0.0374"
"2025","1","5","21","age_group","<18","4","0.0374"
"2025","1","5","21","age_group","UNKNOWN","3","0.0280"
"2025","1","5","21","arrival_mode","ground_ambulance","19","0.1776"
"2025","1","5","21","arrival_mode","self_presented","88","0.8224"
"2025","1","5","21","behavioral_health_flag","0","103","0.9626"
"2025","1","5","21","behavioral_health_flag","1","4","0.0374"
"2025","1","5","21","complexity_bucket","critical_care","10","0.0935"
"2025","1","5","21","complexity_bucket","high","56","0.5234"
"2025","1","5","21","complexity_bucket","low","15","0.1402"
"2025","1","5","21","complexity_bucket","moderate","16","0.1495"
"2025","1","5","21","complexity_bucket","straightforward","3","0.0280"
"2025","1","5","21","complexity_bucket","UNKNOWN","7","0.0654"
"2025","1","5","22","acuity","2","16","0.2051"
"2025","1","5","22","acuity","3","51","0.6538"
"2025","1","5","22","acuity","4","11","0.1410"
"2025","1","5","22","age_group","18-64","65","0.8333"
"2025","1","5","22","age_group","65-84","7","0.0897"
"2025","1","5","22","age_group","85+","2","0.0256"
"2025","1","5","22","age_group","<18","4","0.0513"
"2025","1","5","22","arrival_mode","ground_ambulance","15","0.1923"
"2025","1","5","22","arrival_mode","self_presented","63","0.8077"
"2025","1","5","22","behavioral_health_flag","0","77","0.9872"
"2025","1","5","22","behavioral_health_flag","1","1","0.0128"
"2025","1","5","22","complexity_bucket","critical_care","5","0.0641"
"2025","1","5","22","complexity_bucket","high","42","0.5385"
"2025","1","5","22","complexity_bucket","low","8","0.1026"
"2025","1","5","22","complexity_bucket","moderate","18","0.2308"
"2025","1","5","22","complexity_bucket","straightforward","2","0.0256"
"2025","1","5","22","complexity_bucket","UNKNOWN","3","0.0385"
"2025","1","5","23","acuity","1","2","0.0260"
"2025","1","5","23","acuity","2","26","0.3377"
"2025","1","5","23","acuity","3","41","0.5325"
"2025","1","5","23","acuity","4","6","0.0779"
"2025","1","5","23","acuity","UNKNOWN","2","0.0260"
"2025","1","5","23","age_group","18-64","57","0.7403"
"2025","1","5","23","age_group","65-84","14","0.1818"
"2025","1","5","23","age_group","<18","4","0.0519"
"2025","1","5","23","age_group","UNKNOWN","2","0.0260"
"2025","1","5","23","arrival_mode","ground_ambulance","24","0.3117"
"2025","1","5","23","arrival_mode","self_presented","53","0.6883"
"2025","1","5","23","behavioral_health_flag","0","73","0.9481"
"2025","1","5","23","behavioral_health_flag","1","4","0.0519"
"2025","1","5","23","complexity_bucket","critical_care","4","0.0519"
"2025","1","5","23","complexity_bucket","high","40","0.5195"
"2025","1","5","23","complexity_bucket","low","10","0.1299"
"2025","1","5","23","complexity_bucket","moderate","16","0.2078"
"2025","1","5","23","complexity_bucket","straightforward","1","0.0130"
"2025","1","5","23","complexity_bucket","UNKNOWN","6","0.0779"
"2025","1","6","0","acuity","2","14","0.1892"
"2025","1","6","0","acuity","3","44","0.5946"
"2025","1","6","0","acuity","4","13","0.1757"
"2025","1","6","0","acuity","5","2","0.0270"
"2025","1","6","0","acuity","UNKNOWN","1","0.0135"
"2025","1","6","0","age_group","18-64","61","0.8243"
"2025","1","6","0","age_group","65-84","10","0.1351"
"2025","1","6","0","age_group","<18","3","0.0405"
"2025","1","6","0","arrival_mode","ground_ambulance","9","0.1216"
"2025","1","6","0","arrival_mode","self_presented","65","0.8784"
"2025","1","6","0","behavioral_health_flag","0","73","0.9865"
"2025","1","6","0","behavioral_health_flag","1","1","0.0135"
"2025","1","6","0","complexity_bucket","critical_care","6","0.0811"
"2025","1","6","0","complexity_bucket","high","34","0.4595"
"2025","1","6","0","complexity_bucket","low","15","0.2027"
"2025","1","6","0","complexity_bucket","moderate","15","0.2027"
"2025","1","6","0","complexity_bucket","straightforward","4","0.0541"
"2025","1","6","1","acuity","1","1","0.0208"
"2025","1","6","1","acuity","2","14","0.2917"
"2025","1","6","1","acuity","3","27","0.5625"
"2025","1","6","1","acuity","4","5","0.1042"
"2025","1","6","1","acuity","5","1","0.0208"
"2025","1","6","1","age_group","18-64","35","0.7292"
"2025","1","6","1","age_group","65-84","8","0.1667"
"2025","1","6","1","age_group","85+","1","0.0208"
"2025","1","6","1","age_group","<18","4","0.0833"
"2025","1","6","1","arrival_mode","ground_ambulance","14","0.2917"
"2025","1","6","1","arrival_mode","self_presented","34","0.7083"
"2025","1","6","1","behavioral_health_flag","0","46","0.9583"
"2025","1","6","1","behavioral_health_flag","1","2","0.0417"
"2025","1","6","1","complexity_bucket","critical_care","2","0.0417"
"2025","1","6","1","complexity_bucket","high","28","0.5833"
"2025","1","6","1","complexity_bucket","low","7","0.1458"
"2025","1","6","1","complexity_bucket","moderate","8","0.1667"
"2025","1","6","1","complexity_bucket","straightforward","2","0.0417"
"2025","1","6","1","complexity_bucket","UNKNOWN","1","0.0208"
"2025","1","6","2","acuity","1","1","0.0161"
"2025","1","6","2","acuity","2","18","0.2903"
"2025","1","6","2","acuity","3","31","0.5000"
"2025","1","6","2","acuity","4","11","0.1774"
"2025","1","6","2","acuity","UNKNOWN","1","0.0161"
"2025","1","6","2","age_group","18-64","50","0.8065"
"2025","1","6","2","age_group","65-84","6","0.0968"
"2025","1","6","2","age_group","85+","2","0.0323"
"2025","1","6","2","age_group","<18","4","0.0645"
"2025","1","6","2","arrival_mode","ground_ambulance","22","0.3548"
"2025","1","6","2","arrival_mode","police_custody","1","0.0161"
"2025","1","6","2","arrival_mode","self_presented","39","0.6290"
"2025","1","6","2","behavioral_health_flag","0","60","0.9677"
"2025","1","6","2","behavioral_health_flag","1","2","0.0323"
"2025","1","6","2","complexity_bucket","critical_care","7","0.1129"
"2025","1","6","2","complexity_bucket","high","31","0.5000"
"2025","1","6","2","complexity_bucket","low","5","0.0806"
"2025","1","6","2","complexity_bucket","minimal","1","0.0161"
"2025","1","6","2","complexity_bucket","moderate","16","0.2581"
"2025","1","6","2","complexity_bucket","straightforward","1","0.0161"
"2025","1","6","2","complexity_bucket","UNKNOWN","1","0.0161"
"2025","1","6","3","acuity","1","1","0.0303"
"2025","1","6","3","acuity","2","10","0.3030"
"2025","1","6","3","acuity","3","17","0.5152"
"2025","1","6","3","acuity","4","4","0.1212"
"2025","1","6","3","acuity","5","1","0.0303"
"2025","1","6","3","age_group","18-64","26","0.7879"
"2025","1","6","3","age_group","65-84","5","0.1515"
"2025","1","6","3","age_group","85+","1","0.0303"
"2025","1","6","3","age_group","<18","1","0.0303"
"2025","1","6","3","arrival_mode","ground_ambulance","10","0.3030"
"2025","1","6","3","arrival_mode","self_presented","23","0.6970"
"2025","1","6","3","behavioral_health_flag","0","33","1.0000"
"2025","1","6","3","complexity_bucket","critical_care","5","0.1515"
"2025","1","6","3","complexity_bucket","high","17","0.5152"
"2025","1","6","3","complexity_bucket","low","4","0.1212"
"2025","1","6","3","complexity_bucket","moderate","4","0.1212"
"2025","1","6","3","complexity_bucket","straightforward","2","0.0606"
"2025","1","6","3","complexity_bucket","UNKNOWN","1","0.0303"
"2025","1","6","4","acuity","2","8","0.2051"
"2025","1","6","4","acuity","3","24","0.6154"
"2025","1","6","4","acuity","4","7","0.1795"
"2025","1","6","4","age_group","18-64","28","0.7179"
"2025","1","6","4","age_group","65-84","8","0.2051"
"2025","1","6","4","age_group","85+","1","0.0256"
"2025","1","6","4","age_group","<18","2","0.0513"
"2025","1","6","4","arrival_mode","ground_ambulance","8","0.2051"
"2025","1","6","4","arrival_mode","self_presented","31","0.7949"
"2025","1","6","4","behavioral_health_flag","0","39","1.0000"
"2025","1","6","4","complexity_bucket","critical_care","3","0.0769"
"2025","1","6","4","complexity_bucket","high","19","0.4872"
"2025","1","6","4","complexity_bucket","low","5","0.1282"
"2025","1","6","4","complexity_bucket","moderate","8","0.2051"
"2025","1","6","4","complexity_bucket","straightforward","2","0.0513"
"2025","1","6","4","complexity_bucket","UNKNOWN","2","0.0513"
"2025","1","6","5","acuity","2","9","0.2308"
"2025","1","6","5","acuity","3","28","0.7179"
"2025","1","6","5","acuity","4","2","0.0513"
"2025","1","6","5","age_group","18-64","23","0.5897"
"2025","1","6","5","age_group","65-84","14","0.3590"
"2025","1","6","5","age_group","85+","2","0.0513"
"2025","1","6","5","arrival_mode","ground_ambulance","10","0.2564"
"2025","1","6","5","arrival_mode","self_presented","29","0.7436"
"2025","1","6","5","behavioral_health_flag","0","39","1.0000"
"2025","1","6","5","complexity_bucket","critical_care","3","0.0769"
"2025","1","6","5","complexity_bucket","high","23","0.5897"
"2025","1","6","5","complexity_bucket","low","3","0.0769"
"2025","1","6","5","complexity_bucket","moderate","10","0.2564"
"2025","1","6","6","acuity","1","1","0.0250"
"2025","1","6","6","acuity","2","10","0.2500"
"2025","1","6","6","acuity","3","23","0.5750"
"2025","1","6","6","acuity","4","5","0.1250"
"2025","1","6","6","acuity","UNKNOWN","1","0.0250"
"2025","1","6","6","age_group","18-64","29","0.7250"
"2025","1","6","6","age_group","65-84","9","0.2250"
"2025","1","6","6","age_group","85+","2","0.0500"
"2025","1","6","6","arrival_mode","ground_ambulance","10","0.2500"
"2025","1","6","6","arrival_mode","self_presented","30","0.7500"
"2025","1","6","6","behavioral_health_flag","0","39","0.9750"
"2025","1","6","6","behavioral_health_flag","1","1","0.0250"
"2025","1","6","6","complexity_bucket","critical_care","4","0.1000"
"2025","1","6","6","complexity_bucket","high","19","0.4750"
"2025","1","6","6","complexity_bucket","low","5","0.1250"
"2025","1","6","6","complexity_bucket","moderate","12","0.3000"
"2025","1","6","7","acuity","2","19","0.4524"
"2025","1","6","7","acuity","3","13","0.3095"
"2025","1","6","7","acuity","4","10","0.2381"
"2025","1","6","7","age_group","18-64","28","0.6667"
"2025","1","6","7","age_group","65-84","12","0.2857"
"2025","1","6","7","age_group","85+","2","0.0476"
"2025","1","6","7","arrival_mode","ground_ambulance","10","0.2381"
"2025","1","6","7","arrival_mode","self_presented","32","0.7619"
"2025","1","6","7","behavioral_health_flag","0","42","1.0000"
"2025","1","6","7","complexity_bucket","critical_care","5","0.1190"
"2025","1","6","7","complexity_bucket","high","15","0.3571"
"2025","1","6","7","complexity_bucket","low","12","0.2857"
"2025","1","6","7","complexity_bucket","moderate","9","0.2143"
"2025","1","6","7","complexity_bucket","UNKNOWN","1","0.0238"
"2025","1","6","8","acuity","2","23","0.3194"
"2025","1","6","8","acuity","3","36","0.5000"
"2025","1","6","8","acuity","4","13","0.1806"
"2025","1","6","8","age_group","18-64","44","0.6111"
"2025","1","6","8","age_group","65-84","19","0.2639"
"2025","1","6","8","age_group","85+","6","0.0833"
"2025","1","6","8","age_group","<18","3","0.0417"
"2025","1","6","8","arrival_mode","ground_ambulance","17","0.2361"
"2025","1","6","8","arrival_mode","self_presented","55","0.7639"
"2025","1","6","8","behavioral_health_flag","0","70","0.9722"
"2025","1","6","8","behavioral_health_flag","1","2","0.0278"
"2025","1","6","8","complexity_bucket","critical_care","7","0.0972"
"2025","1","6","8","complexity_bucket","high","29","0.4028"
"2025","1","6","8","complexity_bucket","low","9","0.1250"
"2025","1","6","8","complexity_bucket","moderate","22","0.3056"
"2025","1","6","8","complexity_bucket","straightforward","3","0.0417"
"2025","1","6","8","complexity_bucket","UNKNOWN","2","0.0278"
"2025","1","6","9","acuity","2","19","0.2159"
"2025","1","6","9","acuity","3","48","0.5455"
"2025","1","6","9","acuity","4","18","0.2045"
"2025","1","6","9","acuity","5","2","0.0227"
"2025","1","6","9","acuity","UNKNOWN","1","0.0114"
"2025","1","6","9","age_group","18-64","62","0.7045"
"2025","1","6","9","age_group","65-84","19","0.2159"
"2025","1","6","9","age_group","85+","5","0.0568"
"2025","1","6","9","age_group","<18","2","0.0227"
"2025","1","6","9","arrival_mode","ground_ambulance","15","0.1705"
"2025","1","6","9","arrival_mode","police_custody","1","0.0114"
"2025","1","6","9","arrival_mode","self_presented","72","0.8182"
"2025","1","6","9","behavioral_health_flag","0","87","0.9886"
"2025","1","6","9","behavioral_health_flag","1","1","0.0114"
"2025","1","6","9","complexity_bucket","critical_care","4","0.0455"
"2025","1","6","9","complexity_bucket","high","42","0.4773"
"2025","1","6","9","complexity_bucket","low","21","0.2386"
"2025","1","6","9","complexity_bucket","moderate","17","0.1932"
"2025","1","6","9","complexity_bucket","straightforward","4","0.0455"
"2025","1","6","10","acuity","2","41","0.3083"
"2025","1","6","10","acuity","3","72","0.5414"
"2025","1","6","10","acuity","4","15","0.1128"
"2025","1","6","10","acuity","5","3","0.0226"
"2025","1","6","10","acuity","UNKNOWN","2","0.0150"
"2025","1","6","10","age_group","18-64","88","0.6617"
"2025","1","6","10","age_group","65-84","33","0.2481"
"2025","1","6","10","age_group","85+","8","0.0602"
"2025","1","6","10","age_group","<18","4","0.0301"
"2025","1","6","10","arrival_mode","ground_ambulance","22","0.1654"
"2025","1","6","10","arrival_mode","self_presented","111","0.8346"
"2025","1","6","10","behavioral_health_flag","0","129","0.9699"
"2025","1","6","10","behavioral_health_flag","1","4","0.0301"
"2025","1","6","10","complexity_bucket","critical_care","5","0.0376"
"2025","1","6","10","complexity_bucket","high","87","0.6541"
"2025","1","6","10","complexity_bucket","low","9","0.0677"
"2025","1","6","10","complexity_bucket","moderate","23","0.1729"
"2025","1","6","10","complexity_bucket","straightforward","7","0.0526"
"2025","1","6","10","complexity_bucket","UNKNOWN","2","0.0150"
"2025","1","6","11","acuity","1","1","0.0072"
"2025","1","6","11","acuity","2","38","0.2754"
"2025","1","6","11","acuity","3","73","0.5290"
"2025","1","6","11","acuity","4","22","0.1594"
"2025","1","6","11","acuity","5","3","0.0217"
"2025","1","6","11","acuity","UNKNOWN","1","0.0072"
"2025","1","6","11","age_group","18-64","91","0.6594"
"2025","1","6","11","age_group","65-84","35","0.2536"
"2025","1","6","11","age_group","85+","9","0.0652"
"2025","1","6","11","age_group","<18","2","0.0145"
"2025","1","6","11","age_group","UNKNOWN","1","0.0072"
"2025","1","6","11","arrival_mode","ground_ambulance","27","0.1957"
"2025","1","6","11","arrival_mode","police_custody","1","0.0072"
"2025","1","6","11","arrival_mode","self_presented","110","0.7971"
"2025","1","6","11","behavioral_health_flag","0","135","0.9783"
"2025","1","6","11","behavioral_health_flag","1","3","0.0217"
"2025","1","6","11","complexity_bucket","critical_care","11","0.0797"
"2025","1","6","11","complexity_bucket","high","60","0.4348"
"2025","1","6","11","complexity_bucket","low","25","0.1812"
"2025","1","6","11","complexity_bucket","moderate","33","0.2391"
"2025","1","6","11","complexity_bucket","straightforward","7","0.0507"
"2025","1","6","11","complexity_bucket","UNKNOWN","2","0.0145"
"2025","1","6","12","acuity","2","38","0.3140"
"2025","1","6","12","acuity","3","64","0.5289"
"2025","1","6","12","acuity","4","18","0.1488"
"2025","1","6","12","acuity","5","1","0.0083"
"2025","1","6","12","age_group","18-64","85","0.7025"
"2025","1","6","12","age_group","65-84","27","0.2231"
"2025","1","6","12","age_group","85+","5","0.0413"
"2025","1","6","12","age_group","<18","4","0.0331"
"2025","1","6","12","arrival_mode","ground_ambulance","17","0.1405"
"2025","1","6","12","arrival_mode","self_presented","104","0.8595"
"2025","1","6","12","behavioral_health_flag","0","118","0.9752"
"2025","1","6","12","behavioral_health_flag","1","3","0.0248"
"2025","1","6","12","complexity_bucket","critical_care","5","0.0413"
"2025","1","6","12","complexity_bucket","high","60","0.4959"
"2025","1","6","12","complexity_bucket","low","17","0.1405"
"2025","1","6","12","complexity_bucket","minimal","1","0.0083"
"2025","1","6","12","complexity_bucket","moderate","34","0.2810"
"2025","1","6","12","complexity_bucket","straightforward","3","0.0248"
"2025","1","6","12","complexity_bucket","UNKNOWN","1","0.0083"
"2025","1","6","13","acuity","2","44","0.3014"
"2025","1","6","13","acuity","3","79","0.5411"
"2025","1","6","13","acuity","4","19","0.1301"
"2025","1","6","13","acuity","UNKNOWN","4","0.0274"
"2025","1","6","13","age_group","18-64","102","0.6986"
"2025","1","6","13","age_group","65-84","35","0.2397"
"2025","1","6","13","age_group","85+","6","0.0411"
"2025","1","6","13","age_group","<18","1","0.0068"
"2025","1","6","13","age_group","UNKNOWN","2","0.0137"
"2025","1","6","13","arrival_mode","ground_ambulance","21","0.1438"
"2025","1","6","13","arrival_mode","self_presented","125","0.8562"
"2025","1","6","13","behavioral_health_flag","0","140","0.9589"
"2025","1","6","13","behavioral_health_flag","1","6","0.0411"
"2025","1","6","13","complexity_bucket","critical_care","15","0.1027"
"2025","1","6","13","complexity_bucket","high","64","0.4384"
"2025","1","6","13","complexity_bucket","low","22","0.1507"
"2025","1","6","13","complexity_bucket","minimal","1","0.0068"
"2025","1","6","13","complexity_bucket","moderate","38","0.2603"
"2025","1","6","13","complexity_bucket","straightforward","3","0.0205"
"2025","1","6","13","complexity_bucket","UNKNOWN","3","0.0205"
"2025","1","6","14","acuity","1","1","0.0065"
"2025","1","6","14","acuity","2","53","0.3419"
"2025","1","6","14","acuity","3","77","0.4968"
"2025","1","6","14","acuity","4","23","0.1484"
"2025","1","6","14","acuity","5","1","0.0065"
"2025","1","6","14","age_group","18-64","100","0.6452"
"2025","1","6","14","age_group","65-84","40","0.2581"
"2025","1","6","14","age_group","85+","8","0.0516"
"2025","1","6","14","age_group","<18","7","0.0452"
"2025","1","6","14","arrival_mode","ground_ambulance","32","0.2065"
"2025","1","6","14","arrival_mode","other_unknown","1","0.0065"
"2025","1","6","14","arrival_mode","self_presented","122","0.7871"
"2025","1","6","14","behavioral_health_flag","0","153","0.9871"
"2025","1","6","14","behavioral_health_flag","1","2","0.0129"
"2025","1","6","14","complexity_bucket","critical_care","12","0.0774"
"2025","1","6","14","complexity_bucket","high","75","0.4839"
"2025","1","6","14","complexity_bucket","low","16","0.1032"
"2025","1","6","14","complexity_bucket","moderate","40","0.2581"
"2025","1","6","14","complexity_bucket","straightforward","11","0.0710"
"2025","1","6","14","complexity_bucket","UNKNOWN","1","0.0065"
"2025","1","6","15","acuity","1","2","0.0164"
"2025","1","6","15","acuity","2","37","0.3033"
"2025","1","6","15","acuity","3","60","0.4918"
"2025","1","6","15","acuity","4","19","0.1557"
"2025","1","6","15","acuity","5","1","0.0082"
"2025","1","6","15","acuity","UNKNOWN","3","0.0246"
"2025","1","6","15","age_group","18-64","83","0.6803"
"2025","1","6","15","age_group","65-84","30","0.2459"
"2025","1","6","15","age_group","85+","4","0.0328"
"2025","1","6","15","age_group","<18","3","0.0246"
"2025","1","6","15","age_group","UNKNOWN","2","0.0164"
"2025","1","6","15","arrival_mode","ground_ambulance","30","0.2459"
"2025","1","6","15","arrival_mode","self_presented","92","0.7541"
"2025","1","6","15","behavioral_health_flag","0","120","0.9836"
"2025","1","6","15","behavioral_health_flag","1","2","0.0164"
"2025","1","6","15","complexity_bucket","critical_care","11","0.0902"
